year,carrier,salida,llegada,dif
2013,UA,2022-06-01T01:00:00Z,2022-06-01T01:22:00Z,22
2013,B6,2022-06-01T01:00:00Z,2022-06-01T01:18:00Z,18
2013,AA,2022-06-01T01:00:00Z,2022-06-01T01:25:00Z,25
2013,EV,2022-06-01T00:00:00Z,2022-06-01T00:32:00Z,32
2013,EV,2022-06-01T00:00:00Z,2022-06-01T00:07:00Z,7
2013,FL,2022-06-01T01:00:00Z,2022-06-01T01:30:00Z,30
2013,UA,2022-06-01T00:00:00Z,2022-06-01T00:34:00Z,34
2013,UA,2022-06-01T01:00:00Z,2022-06-01T01:29:00Z,29
2013,EV,2022-06-01T00:00:00Z,2022-06-01T00:55:00Z,55
2013,UA,2022-06-01T01:00:00Z,2022-06-01T01:28:00Z,28
2013,B6,2022-06-01T01:00:00Z,2022-06-01T01:40:00Z,40
2013,B6,2022-06-01T01:00:00Z,2022-06-01T01:45:00Z,45
2013,DL,2022-06-01T01:00:00Z,2022-06-01T01:25:00Z,25
2013,DL,2022-06-01T01:00:00Z,2022-06-01T01:50:00Z,50
2013,EV,2022-06-01T01:00:00Z,2022-06-01T01:30:00Z,30
2013,US,2022-06-01T02:00:00Z,2022-06-01T02:00:00Z,0
2013,EV,2022-06-01T00:00:00Z,2022-06-01T00:30:00Z,30
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:00:00Z,0
2013,MQ,2022-06-01T02:00:00Z,2022-06-01T02:00:00Z,0
2013,UA,2022-06-01T01:00:00Z,2022-06-01T01:35:00Z,35
2013,EV,2022-06-01T01:00:00Z,2022-06-01T01:16:00Z,16
2013,EV,2022-05-31T23:00:00Z,2022-05-31T23:45:00Z,45
2013,AA,2022-06-01T01:00:00Z,2022-06-01T01:45:00Z,45
2013,MQ,2022-06-01T01:00:00Z,2022-06-01T01:15:00Z,15
2013,MQ,2022-06-01T02:00:00Z,2022-06-01T02:00:00Z,0
2013,DL,2022-06-01T01:00:00Z,2022-06-01T01:59:00Z,59
2013,DL,2022-06-01T02:00:00Z,2022-06-01T02:00:00Z,0
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:00:00Z,0
2013,EV,2022-06-01T01:00:00Z,2022-06-01T01:03:00Z,3
2013,9E,2022-06-01T01:00:00Z,2022-06-01T01:35:00Z,35
2013,9E,2022-06-01T01:00:00Z,2022-06-01T01:40:00Z,40
2013,EV,2022-05-31T23:00:00Z,2022-05-31T23:40:00Z,40
2013,9E,2022-06-01T00:00:00Z,2022-06-01T00:00:00Z,0
2013,WN,2022-06-01T01:00:00Z,2022-06-01T01:30:00Z,30
2013,US,2022-06-01T02:00:00Z,2022-06-01T02:00:00Z,0
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:06:00Z,6
2013,EV,2022-06-01T01:00:00Z,2022-06-01T01:19:00Z,19
2013,B6,2022-06-01T01:00:00Z,2022-06-01T01:39:00Z,39
2013,EV,2022-06-01T02:00:00Z,2022-06-01T02:10:00Z,10
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:16:00Z,16
2013,MQ,2022-06-01T02:00:00Z,2022-06-01T02:40:00Z,40
2013,EV,2022-06-01T02:00:00Z,2022-06-01T02:29:00Z,29
2013,AA,2022-06-01T02:00:00Z,2022-06-01T02:40:00Z,40
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:39:00Z,39
2013,EV,2022-06-01T01:00:00Z,2022-06-01T01:57:00Z,57
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:29:00Z,29
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:30:00Z,30
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:30:00Z,30
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:06:00Z,6
2013,B6,2022-06-01T02:00:00Z,2022-06-01T02:50:00Z,50
2013,MQ,2022-06-01T02:00:00Z,2022-06-01T02:40:00Z,40
2013,EV,2022-06-01T02:00:00Z,2022-06-01T02:10:00Z,10
2013,UA,2022-06-01T01:00:00Z,2022-06-01T01:59:00Z,59
2013,EV,2022-06-01T02:00:00Z,2022-06-01T02:59:00Z,59
2013,9E,2022-06-01T02:00:00Z,2022-06-01T02:59:00Z,59
2013,EV,2022-06-01T02:00:00Z,2022-06-01T02:59:00Z,59
2013,EV,2022-06-01T02:00:00Z,2022-06-01T02:24:00Z,24
2013,MQ,2022-06-01T02:00:00Z,2022-06-01T02:10:00Z,10
2013,EV,2022-06-01T02:00:00Z,2022-06-01T02:59:00Z,59
2013,B6,2022-06-01T03:00:00Z,2022-06-01T03:45:00Z,45
2013,AA,2022-06-01T00:00:00Z,2022-06-01T00:10:00Z,10
2013,B6,2022-06-01T03:00:00Z,2022-06-01T03:45:00Z,45
2013,B6,2022-06-01T03:00:00Z,2022-06-01T03:45:00Z,45
2013,B6,2022-06-01T03:00:00Z,2022-06-01T03:50:00Z,50
2013,WN,2022-06-01T01:00:00Z,2022-06-01T01:30:00Z,30
2013,B6,2022-06-01T03:00:00Z,2022-06-01T03:50:00Z,50
2013,B6,2022-06-01T03:00:00Z,2022-06-01T03:55:00Z,55
2013,EV,2022-06-01T01:00:00Z,2022-06-01T01:59:00Z,59
2013,B6,2022-06-01T04:00:00Z,2022-06-01T04:59:00Z,59
2013,B6,2022-06-01T04:00:00Z,2022-06-01T04:59:00Z,59
2013,B6,2022-06-01T04:00:00Z,2022-06-01T04:59:00Z,59
2013,MQ,2022-05-31T21:00:00Z,2022-05-31T21:25:00Z,25
2013,MQ,2022-06-01T01:00:00Z,2022-06-01T01:05:00Z,5
2013,US,2022-06-01T01:00:00Z,2022-06-01T01:00:00Z,0
2013,EV,2022-05-31T21:00:00Z,2022-05-31T21:55:00Z,55
2013,B6,2022-05-31T15:00:00Z,2022-05-31T15:59:00Z,59
2013,B6,2022-06-01T04:00:00Z,2022-06-01T04:59:00Z,59
2013,DL,2022-06-01T04:00:00Z,2022-06-01T04:59:00Z,59
2013,B6,2022-06-01T03:00:00Z,2022-06-01T03:45:00Z,45
2013,US,2022-05-31T10:00:00Z,2022-05-31T10:00:00Z,0
2013,UA,2022-05-31T10:00:00Z,2022-05-31T10:15:00Z,15
2013,UA,2022-05-31T10:00:00Z,2022-05-31T10:51:00Z,51
2013,AA,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,EV,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,B6,2022-05-31T10:00:00Z,2022-05-31T10:50:00Z,50
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,UA,2022-05-31T10:00:00Z,2022-05-31T10:51:00Z,51
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:05:00Z,5
2013,EV,2022-05-31T11:00:00Z,2022-05-31T11:03:00Z,3
2013,AA,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,AA,2022-05-31T10:00:00Z,2022-05-31T10:40:00Z,40
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:05:00Z,5
2013,EV,2022-05-31T11:00:00Z,2022-05-31T11:05:00Z,5
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:11:00Z,11
2013,WN,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,US,2022-05-31T11:00:00Z,2022-05-31T11:15:00Z,15
2013,AA,2022-05-31T11:00:00Z,2022-05-31T11:10:00Z,10
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:15:00Z,15
2013,EV,2022-05-31T11:00:00Z,2022-05-31T11:14:00Z,14
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:15:00Z,15
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:11:00Z,11
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,MQ,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,WN,2022-05-31T11:00:00Z,2022-05-31T11:15:00Z,15
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:25:00Z,25
2013,US,2022-05-31T11:00:00Z,2022-05-31T11:25:00Z,25
2013,9E,2022-05-31T11:00:00Z,2022-05-31T11:20:00Z,20
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,AA,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,WN,2022-05-31T11:00:00Z,2022-05-31T11:25:00Z,25
2013,EV,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:35:00Z,35
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:27:00Z,27
2013,US,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,US,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,US,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:31:00Z,31
2013,US,2022-05-31T11:00:00Z,2022-05-31T11:15:00Z,15
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:40:00Z,40
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:24:00Z,24
2013,AA,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:35:00Z,35
2013,EV,2022-05-31T11:00:00Z,2022-05-31T11:45:00Z,45
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:10:00Z,10
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:45:00Z,45
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:30:00Z,30
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:56:00Z,56
2013,AA,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,AA,2022-05-31T11:00:00Z,2022-05-31T11:55:00Z,55
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:59:00Z,59
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:55:00Z,55
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:10:00Z,10
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:54:00Z,54
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,DL,2022-05-31T11:00:00Z,2022-05-31T11:59:00Z,59
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:05:00Z,5
2013,EV,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,EV,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:01:00Z,1
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:50:00Z,50
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:05:00Z,5
2013,AS,2022-05-31T12:00:00Z,2022-05-31T12:05:00Z,5
2013,WN,2022-05-31T12:00:00Z,2022-05-31T12:05:00Z,5
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:15:00Z,15
2013,EV,2022-05-31T12:00:00Z,2022-05-31T12:03:00Z,3
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:10:00Z,10
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:10:00Z,10
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:05:00Z,5
2013,AA,2022-05-31T11:00:00Z,2022-05-31T11:50:00Z,50
2013,MQ,2022-05-31T12:00:00Z,2022-05-31T12:15:00Z,15
2013,WN,2022-05-31T12:00:00Z,2022-05-31T12:15:00Z,15
2013,AA,2022-05-31T12:00:00Z,2022-05-31T12:10:00Z,10
2013,B6,2022-05-31T11:00:00Z,2022-05-31T11:55:00Z,55
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:16:00Z,16
2013,AA,2022-05-31T12:00:00Z,2022-05-31T12:20:00Z,20
2013,WN,2022-05-31T12:00:00Z,2022-05-31T12:20:00Z,20
2013,AA,2022-05-31T12:00:00Z,2022-05-31T12:30:00Z,30
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:20:00Z,20
2013,EV,2022-05-31T12:00:00Z,2022-05-31T12:28:00Z,28
2013,VX,2022-05-31T12:00:00Z,2022-05-31T12:00:00Z,0
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:29:00Z,29
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:30:00Z,30
2013,AA,2022-05-31T12:00:00Z,2022-05-31T12:30:00Z,30
2013,WN,2022-05-31T12:00:00Z,2022-05-31T12:30:00Z,30
2013,VX,2022-05-31T12:00:00Z,2022-05-31T12:30:00Z,30
2013,VX,2022-05-31T12:00:00Z,2022-05-31T12:30:00Z,30
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:37:00Z,37
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:45:00Z,45
2013,EV,2022-05-31T12:00:00Z,2022-05-31T12:20:00Z,20
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:45:00Z,45
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:46:00Z,46
2013,EV,2022-05-31T12:00:00Z,2022-05-31T12:48:00Z,48
2013,MQ,2022-05-31T12:00:00Z,2022-05-31T12:45:00Z,45
2013,AA,2022-05-31T12:00:00Z,2022-05-31T12:50:00Z,50
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:40:00Z,40
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:45:00Z,45
2013,EV,2022-05-31T12:00:00Z,2022-05-31T12:50:00Z,50
2013,US,2022-05-31T12:00:00Z,2022-05-31T12:56:00Z,56
2013,EV,2022-05-31T12:00:00Z,2022-05-31T12:56:00Z,56
2013,WN,2022-05-31T12:00:00Z,2022-05-31T12:55:00Z,55
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:51:00Z,51
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,DL,2022-05-31T12:00:00Z,2022-05-31T12:59:00Z,59
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:55:00Z,55
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:54:00Z,54
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:50:00Z,50
2013,MQ,2022-05-31T13:00:00Z,2022-05-31T13:05:00Z,5
2013,AA,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,AA,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,9E,2022-05-31T13:00:00Z,2022-05-31T13:05:00Z,5
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:35:00Z,35
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,UA,2022-05-31T11:00:00Z,2022-05-31T11:00:00Z,0
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,9E,2022-05-31T13:00:00Z,2022-05-31T13:10:00Z,10
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:00:00Z,0
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:10:00Z,10
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:05:00Z,5
2013,9E,2022-05-31T12:00:00Z,2022-05-31T12:40:00Z,40
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:09:00Z,9
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:05:00Z,5
2013,EV,2022-05-31T13:00:00Z,2022-05-31T13:08:00Z,8
2013,9E,2022-05-31T13:00:00Z,2022-05-31T13:15:00Z,15
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:10:00Z,10
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:15:00Z,15
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:15:00Z,15
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:12:00Z,12
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:47:00Z,47
2013,MQ,2022-05-31T13:00:00Z,2022-05-31T13:25:00Z,25
2013,US,2022-05-31T13:00:00Z,2022-05-31T13:20:00Z,20
2013,EV,2022-05-31T13:00:00Z,2022-05-31T13:17:00Z,17
2013,MQ,2022-05-31T13:00:00Z,2022-05-31T13:25:00Z,25
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:20:00Z,20
2013,EV,2022-05-31T13:00:00Z,2022-05-31T13:17:00Z,17
2013,AA,2022-05-31T12:00:00Z,2022-05-31T12:45:00Z,45
2013,EV,2022-05-31T13:00:00Z,2022-05-31T13:25:00Z,25
2013,9E,2022-05-31T13:00:00Z,2022-05-31T13:30:00Z,30
2013,9E,2022-05-31T13:00:00Z,2022-05-31T13:30:00Z,30
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:45:00Z,45
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:29:00Z,29
2013,9E,2022-05-31T13:00:00Z,2022-05-31T13:35:00Z,35
2013,B6,2022-05-31T12:00:00Z,2022-05-31T12:55:00Z,55
2013,9E,2022-05-31T13:00:00Z,2022-05-31T13:30:00Z,30
2013,F9,2022-05-31T13:00:00Z,2022-05-31T13:30:00Z,30
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:35:00Z,35
2013,DL,2022-05-31T13:00:00Z,2022-05-31T13:30:00Z,30
2013,MQ,2022-05-31T13:00:00Z,2022-05-31T13:30:00Z,30
2013,EV,2022-05-31T13:00:00Z,2022-05-31T13:36:00Z,36
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:36:00Z,36
2013,MQ,2022-05-31T13:00:00Z,2022-05-31T13:40:00Z,40
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:20:00Z,20
2013,US,2022-05-31T13:00:00Z,2022-05-31T13:45:00Z,45
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:42:00Z,42
2013,AA,2022-05-31T13:00:00Z,2022-05-31T13:50:00Z,50
2013,AA,2022-05-31T13:00:00Z,2022-05-31T13:05:00Z,5
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:50:00Z,50
2013,MQ,2022-05-31T13:00:00Z,2022-05-31T13:55:00Z,55
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:54:00Z,54
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,AA,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,MQ,2022-05-31T13:00:00Z,2022-05-31T13:59:00Z,59
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:44:00Z,44
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:05:00Z,5
2013,AA,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:10:00Z,10
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:05:00Z,5
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,EV,2022-05-31T13:00:00Z,2022-05-31T13:40:00Z,40
2013,EV,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:45:00Z,45
2013,VX,2022-05-31T14:00:00Z,2022-05-31T14:05:00Z,5
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:12:00Z,12
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:56:00Z,56
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:08:00Z,8
2013,EV,2022-05-31T14:00:00Z,2022-05-31T14:15:00Z,15
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:09:00Z,9
2013,UA,2022-05-31T12:00:00Z,2022-05-31T12:49:00Z,49
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:30:00Z,30
2013,UA,2022-05-31T13:00:00Z,2022-05-31T13:54:00Z,54
2013,VX,2022-05-31T14:00:00Z,2022-05-31T14:20:00Z,20
2013,FL,2022-05-31T14:00:00Z,2022-05-31T14:05:00Z,5
2013,US,2022-05-31T14:00:00Z,2022-05-31T14:25:00Z,25
2013,EV,2022-05-31T12:00:00Z,2022-05-31T12:26:00Z,26
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:00:00Z,0
2013,9E,2022-05-31T14:00:00Z,2022-05-31T14:30:00Z,30
2013,9E,2022-05-31T14:00:00Z,2022-05-31T14:29:00Z,29
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:05:00Z,5
2013,HA,2022-05-31T14:00:00Z,2022-05-31T14:30:00Z,30
2013,WN,2022-05-31T14:00:00Z,2022-05-31T14:25:00Z,25
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:29:00Z,29
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:29:00Z,29
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:21:00Z,21
2013,WN,2022-05-31T14:00:00Z,2022-05-31T14:35:00Z,35
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:30:00Z,30
2013,EV,2022-05-31T13:00:00Z,2022-05-31T13:54:00Z,54
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:36:00Z,36
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:20:00Z,20
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:30:00Z,30
2013,AA,2022-05-31T14:00:00Z,2022-05-31T14:45:00Z,45
2013,DL,2022-05-31T14:00:00Z,2022-05-31T14:30:00Z,30
2013,AA,2022-05-31T14:00:00Z,2022-05-31T14:45:00Z,45
2013,EV,2022-05-31T14:00:00Z,2022-05-31T14:50:00Z,50
2013,9E,2022-05-31T14:00:00Z,2022-05-31T14:59:00Z,59
2013,EV,2022-05-31T14:00:00Z,2022-05-31T14:50:00Z,50
2013,FL,2022-05-31T14:00:00Z,2022-05-31T14:50:00Z,50
2013,EV,2022-05-31T13:00:00Z,2022-05-31T13:29:00Z,29
2013,VX,2022-05-31T14:00:00Z,2022-05-31T14:45:00Z,45
2013,EV,2022-05-31T15:00:00Z,2022-05-31T15:00:00Z,0
2013,B6,2022-05-31T15:00:00Z,2022-05-31T15:00:00Z,0
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:53:00Z,53
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:57:00Z,57
2013,B6,2022-05-31T15:00:00Z,2022-05-31T15:00:00Z,0
2013,UA,2022-05-31T15:00:00Z,2022-05-31T15:00:00Z,0
2013,US,2022-05-31T15:00:00Z,2022-05-31T15:05:00Z,5
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:48:00Z,48
2013,AA,2022-05-31T15:00:00Z,2022-05-31T15:15:00Z,15
2013,EV,2022-05-31T15:00:00Z,2022-05-31T15:10:00Z,10
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:47:00Z,47
2013,MQ,2022-05-31T15:00:00Z,2022-05-31T15:20:00Z,20
2013,DL,2022-05-31T15:00:00Z,2022-05-31T15:15:00Z,15
2013,AA,2022-05-31T15:00:00Z,2022-05-31T15:25:00Z,25
2013,B6,2022-05-31T15:00:00Z,2022-05-31T15:30:00Z,30
2013,US,2022-05-31T15:00:00Z,2022-05-31T15:15:00Z,15
2013,US,2022-05-31T15:00:00Z,2022-05-31T15:15:00Z,15
2013,UA,2022-05-31T15:00:00Z,2022-05-31T15:15:00Z,15
2013,B6,2022-05-31T14:00:00Z,2022-05-31T14:10:00Z,10
2013,DL,2022-05-31T15:00:00Z,2022-05-31T15:00:00Z,0
2013,B6,2022-05-31T13:00:00Z,2022-05-31T13:49:00Z,49
2013,EV,2022-05-31T15:00:00Z,2022-05-31T15:29:00Z,29
2013,US,2022-05-31T15:00:00Z,2022-05-31T15:25:00Z,25
2013,UA,2022-05-31T15:00:00Z,2022-05-31T15:25:00Z,25
2013,DL,2022-05-31T15:00:00Z,2022-05-31T15:30:00Z,30
2013,UA,2022-05-31T15:00:00Z,2022-05-31T15:09:00Z,9
2013,DL,2022-05-31T15:00:00Z,2022-05-31T15:25:00Z,25
2013,VX,2022-05-31T15:00:00Z,2022-05-31T15:30:00Z,30
2013,MQ,2022-05-31T15:00:00Z,2022-05-31T15:30:00Z,30
2013,B6,2022-05-31T15:00:00Z,2022-05-31T15:40:00Z,40
2013,EV,2022-05-31T15:00:00Z,2022-05-31T15:41:00Z,41
2013,VX,2022-05-31T15:00:00Z,2022-05-31T15:35:00Z,35
2013,B6,2022-05-31T15:00:00Z,2022-05-31T15:48:00Z,48
2013,US,2022-05-31T15:00:00Z,2022-05-31T15:30:00Z,30
2013,EV,2022-05-31T15:00:00Z,2022-05-31T15:47:00Z,47
2013,EV,2022-05-31T14:00:00Z,2022-05-31T14:45:00Z,45
2013,AA,2022-05-31T15:00:00Z,2022-05-31T15:40:00Z,40
2013,AA,2022-05-31T14:00:00Z,2022-05-31T14:10:00Z,10
2013,WN,2022-05-31T14:00:00Z,2022-05-31T14:50:00Z,50
2013,B6,2022-05-31T15:00:00Z,2022-05-31T15:21:00Z,21
2013,MQ,2022-05-31T15:00:00Z,2022-05-31T15:55:00Z,55
2013,EV,2022-05-31T15:00:00Z,2022-05-31T15:59:00Z,59
2013,DL,2022-05-31T16:00:00Z,2022-05-31T16:00:00Z,0
2013,EV,2022-05-31T15:00:00Z,2022-05-31T15:01:00Z,1
2013,DL,2022-05-31T15:00:00Z,2022-05-31T15:59:00Z,59
2013,DL,2022-05-31T16:00:00Z,2022-05-31T16:00:00Z,0
2013,DL,2022-05-31T16:00:00Z,2022-05-31T16:00:00Z,0
2013,MQ,2022-05-31T16:00:00Z,2022-05-31T16:00:00Z,0
2013,DL,2022-05-31T15:00:00Z,2022-05-31T15:30:00Z,30
2013,EV,2022-05-31T15:00:00Z,2022-05-31T15:12:00Z,12
2013,UA,2022-05-31T16:00:00Z,2022-05-31T16:04:00Z,4
2013,UA,2022-05-31T14:00:00Z,2022-05-31T14:46:00Z,46
2013,AA,2022-05-31T16:00:00Z,2022-05-31T16:15:00Z,15
2013,UA,2022-05-31T16:00:00Z,2022-05-31T16:24:00Z,24
2013,DL,2022-05-31T16:00:00Z,2022-05-31T16:10:00Z,10
